category_1,brand_1,category_2,brand_2,num_households
pasta sauce,Private Label,pancake mixes,White Lily,1762
syrups,Aunt Jemima,pancake mixes,Bisquick,1760
syrups,Cary's,pasta,Ronzoni,1759
syrups,Hungry Jack,syrups,Kellogg,1759
pasta,Hodgson Mills,pancake mixes,Hungry Jack,1755
syrups,Northwoods,pasta,Private Label Value,1753
pasta,Private Label Premium,syrups,Smuckers,1753
pasta,Barilla Plus,syrups,Private Label,1750
pasta,Healthy Harvest,pasta,Ronzoni,1750
pancake mixes,Aunt Jemima,pancake mixes,Mrs Butterworth,1750
pasta,Healthy Harvest,pasta sauce,Hunt's,1743
pasta,DaVinci,pasta sauce,Prego,1742
syrups,Private Label,syrups,Spring Tree,1733
pasta,Dececco,pasta,Private Label,1731
syrups,Karo,syrups,Private Label Premium,1725
syrups,Grandma Molases,pasta sauce,Prego,1724
pasta sauce,Hunt's,pancake mixes,Krusteaz,1721
syrups,Aunt Jemima,pancake mixes,White Lily,1721
pasta,Creamette,syrups,Private Label Value,1708
syrups,Cary's,pasta,Creamette,1700
pasta sauce,Classico,pasta,DaVinci,1687
pasta,Barilla Plus,pasta,Hodgson Mills,1686
syrups,Mrs Butterworth,pasta,Private Label Value,1681
pasta,Hodgson Mills,syrups,Private Label Premium,1676
syrups,Karo,pasta sauce,Private Label Premium,1669
pasta,Creamette,syrups,Smuckers,1665
pasta,Barilla Plus,pasta sauce,Private Label,1663
syrups,Cary's,syrups,Cozy Cottage,1652
pasta sauce,Bertolli,pasta,Healthy Harvest,1648
pancake mixes,Aunt Jemima,pasta sauce,Emeril's,1646
pasta,Barilla,pancake mixes,Hodgson Mills,1628
pasta sauce,Hunt's,syrups,Pennant,1609
syrups,Karo,pasta,Private Label Value,1602
pasta,Dreamfield,pasta,Ronzoni,1597
syrups,Aunt Jemima,pancake mixes,Mrs Butterworth,1596
pasta sauce,Emeril's,pasta,San Giorgio,1596
pasta,Dreamfield,syrups,Private Label,1593
pasta,Private Label Premium,syrups,Spring Tree,1592
pancake mixes,Hungry Jack,syrups,Private Label Premium,1588
syrups,Grandma Molases,pasta,Mueller,1584
syrups,Cozy Cottage,syrups,Log Cabin,1583
pancake mixes,Bisquick,pasta,Private Label Premium,1582
syrups,Grandma Molases,pasta,Private Label Premium,1578
pasta sauce,Newman's,syrups,Northwoods,1574
pasta,Healthy Harvest,pasta,San Giorgio,1574
syrups,Pennant,pasta sauce,Private Label,1572
pasta sauce,Newman's,syrups,Private Label Premium,1570
pasta sauce,Barilla,pasta,Barilla Plus,1554
pasta sauce,Bertolli,pancake mixes,Krusteaz,1552
pasta sauce,Barilla,pasta,Private Label Value,1543
pancake mixes,Mrs Butterworth,pasta,Mueller,1536
pancake mixes,Aunt Jemima,syrups,Cary's,1523
pasta sauce,Bertolli,pasta,Dreamfield,1507
pasta,Private Label Premium,pancake mixes,White Lily,1503
pasta,Mueller,syrups,Smuckers,1501
syrups,Hungry Jack,pasta sauce,Newman's,1499
syrups,Brier Rabbit,pasta,Private Label,1498
pasta sauce,Classico,syrups,Smuckers,1498
syrups,Aunt Jemima,pasta,Healthy Harvest,1493
pasta,Hodgson Mills,syrups,Northwoods,1489
pasta sauce,Private Label,syrups,Spring Tree,1488
pancake mixes,Bisquick,pasta sauce,Private Label,1488
pancake mixes,Mrs Butterworth,pasta sauce,Private Label,1483
syrups,Grandma Molases,pasta,Ronzoni,1477
syrups,Hungry Jack,pancake mixes,Private Label,1469
syrups,Grandma Molases,syrups,Private Label,1466
pancake mixes,Private Label,pasta sauce,Private Label Premium,1463
pasta,Mueller,syrups,Spring Tree,1461
pancake mixes,Hungry Jack,pancake mixes,Krusteaz,1460
syrups,Aunt Jemima,syrups,Smuckers,1459
syrups,Aunt Jemima,pasta,Barilla Plus,1452
syrups,Cary's,pasta sauce,Classico,1450
syrups,Aunt Jemima,syrups,Cary's,1450
pancake mixes,Krusteaz,pancake mixes,Private Label,1448
pancake mixes,Private Label Premium,pasta sauce,Ragu,1446
syrups,Log Cabin,pasta sauce,Private Label Premium,1445
pancake mixes,Bisquick,pasta,Ronzoni,1436
pasta,DaVinci,syrups,Private Label,1431
pasta sauce,Private Label,syrups,Smuckers,1427
syrups,Cozy Cottage,pasta,San Giorgio,1424
syrups,Hungry Jack,pasta sauce,Private Label Premium,1422
pasta,Ronzoni,syrups,Spring Tree,1419
syrups,Cozy Cottage,syrups,Northwoods,1418
pasta,Dreamfield,pasta sauce,Private Label,1417
syrups,Cozy Cottage,pancake mixes,Hungry Jack,1409
syrups,Cozy Cottage,pancake mixes,Private Label,1407
pasta,Creamette,syrups,Spring Tree,1397
pasta,Ronzoni,syrups,Smuckers,1396
pasta sauce,Barilla,pasta,Healthy Harvest,1391
pancake mixes,Krusteaz,syrups,Mrs Butterworth,1386
pasta sauce,Barilla,syrups,Kellogg,1380
pasta,No Yolks,syrups,Private Label Premium,1371
pasta,Dececco,pasta sauce,Ragu,1368
pancake mixes,Bisquick,pasta sauce,Classico,1367
pasta,Hodgson Mills,syrups,Hungry Jack,1357
pasta,Dececco,pasta,Private Label Premium,1351
syrups,Karo,syrups,Kellogg,1348
syrups,Pennant,pasta,Private Label Premium,1340
syrups,Mrs Butterworth,syrups,Private Label Premium,1338
syrups,Kellogg,syrups,Log Cabin,1336
syrups,Log Cabin,syrups,Private Label Premium,1333
pancake mixes,Krusteaz,syrups,Northwoods,1327
pancake mixes,Hungry Jack,pancake mixes,Mrs Butterworth,1324
pasta,Pennsylvania Dutch,pasta,Private Label,1324
pasta sauce,Emeril's,pasta sauce,Hunt's,1319
pancake mixes,Krusteaz,pasta,San Giorgio,1308
syrups,Cozy Cottage,syrups,Spring Tree,1306
pancake mixes,Aunt Jemima,syrups,Smuckers,1300
syrups,Kellogg,pancake mixes,Private Label,1300
pancake mixes,Bisquick,pasta sauce,Hunt's,1300
pasta sauce,Classico,syrups,Spring Tree,1298
syrups,Cozy Cottage,pasta,Hodgson Mills,1295
pasta,Barilla Plus,pasta,Creamette,1292
pasta sauce,Classico,pancake mixes,White Lily,1290
pasta sauce,Classico,syrups,Grandma Molases,1282
pancake mixes,Hodgson Mills,pasta sauce,Prego,1275
pasta,Creamette,pancake mixes,Mrs Butterworth,1273
syrups,Maple Grove,pasta,Private Label,1271
pancake mixes,Hodgson Mills,syrups,Private Label,1268
pancake mixes,Pioneer,pasta,Private Label,1260
pancake mixes,Hodgson Mills,pasta,Private Label Premium,1260
pasta sauce,Bertolli,syrups,Cozy Cottage,1257
pancake mixes,Aunt Jemima,syrups,Private Label Value,1252
pasta,Mueller,syrups,Private Label Value,1246
syrups,Northwoods,pancake mixes,White Lily,1235
pasta sauce,Hunt's,pancake mixes,Mrs Butterworth,1233
syrups,Cary's,pasta sauce,Hunt's,1232
pasta sauce,Bertolli,pasta,DaVinci,1231
syrups,Aunt Jemima,pasta,Dreamfield,1229
pasta,Healthy Harvest,pasta,Mueller,1222
syrups,Cozy Cottage,pasta,No Yolks,1221
pasta sauce,Barilla,pancake mixes,Krusteaz,1217
syrups,Kellogg,pasta,No Yolks,1216
pasta,Barilla,pancake mixes,Private Label Premium,1215
pasta,Hodgson Mills,pancake mixes,Private Label,1212
pasta,Dreamfield,pasta,San Giorgio,1197
pasta sauce,Chef Pizza,pasta,Private Label,1180
pasta,Private Label Premium,syrups,Private Label Value,1179
pancake mixes,Bisquick,pasta,San Giorgio,1178
pasta sauce,Emeril's,pasta sauce,Private Label Premium,1177
pancake mixes,Hodgson Mills,pasta,Ronzoni,1160
syrups,Log Cabin,pasta,Private Label Value,1158
pasta sauce,Emeril's,pancake mixes,Hungry Jack,1156
syrups,Grandma Molases,pasta sauce,Private Label,1155
pasta sauce,Hunt's,pancake mixes,White Lily,1155
pancake mixes,Hungry Jack,syrups,Smuckers,1154
syrups,Cozy Cottage,syrups,Karo,1152
syrups,Cary's,syrups,Log Cabin,1148
syrups,Alaga,pasta,Private Label,1145
pasta,Barilla,syrups,Maple Grove,1145
pasta sauce,Emeril's,syrups,Mrs Butterworth,1141
syrups,Northwoods,syrups,Private Label Premium,1134
pancake mixes,Mrs Butterworth,pasta,Ronzoni,1131
pasta,Dreamfield,pasta sauce,Hunt's,1118
pancake mixes,Aunt Jemima,pancake mixes,White Lily,1114
syrups,Private Label Premium,syrups,Spring Tree,1108
pasta,DaVinci,pasta sauce,Private Label,1105
syrups,Aunt Jemima,syrups,Grandma Molases,1105
pasta sauce,Bertolli,syrups,Cary's,1105
syrups,Kellogg,syrups,Northwoods,1104
pancake mixes,Aunt Jemima,syrups,Spring Tree,1102
pancake mixes,Mrs Butterworth,pasta,Private Label Premium,1101
syrups,Private Label,pancake mixes,Private Label Premium,1098
pasta,Healthy Harvest,pasta,No Yolks,1092
pasta sauce,Classico,pasta,Dececco,1088
pancake mixes,Krusteaz,syrups,Log Cabin,1087
pasta sauce,Private Label Premium,pasta,Private Label Value,1086
syrups,Brier Rabbit,pasta sauce,Ragu,1086
pasta sauce,Bertolli,syrups,Smuckers,1082
pasta sauce,Emeril's,syrups,Karo,1082
pasta,Barilla Plus,pasta sauce,Hunt's,1082
pasta,Creamette,pancake mixes,White Lily,1080
pasta sauce,Classico,pancake mixes,Hodgson Mills,1079
pasta,Kraft,pasta,Private Label,1078
pancake mixes,Aunt Jemima,pasta,Healthy Harvest,1077
pancake mixes,Maple Grove,pasta,Private Label,1077
pasta sauce,Emeril's,pasta,Hodgson Mills,1076
pasta sauce,Hunt's,syrups,Smuckers,1068
pasta sauce,Emeril's,pasta,No Yolks,1065
pancake mixes,Private Label,syrups,Private Label Premium,1065
syrups,Cary's,pasta,San Giorgio,1063
pasta,Healthy Harvest,pasta sauce,Newman's,1054
pancake mixes,Bisquick,syrups,Mrs Butterworth,1053
syrups,Brier Rabbit,pasta,Creamette,1049
pasta,Dececco,pasta sauce,Prego,1045
pasta,Creamette,syrups,Northwoods,1042
pasta,Healthy Harvest,syrups,Karo,1042
pancake mixes,Hodgson Mills,pasta sauce,Private Label,1040
pasta,Barilla Plus,pasta,San Giorgio,1039
pancake mixes,Aunt Jemima,pasta,Barilla Plus,1038
pancake mixes,Bisquick,pancake mixes,Hungry Jack,1036
syrups,Cozy Cottage,syrups,Mrs Butterworth,1032
pasta,Healthy Harvest,pasta sauce,Private Label Premium,1031
pasta,Creamette,syrups,Grandma Molases,1030
pancake mixes,Hodgson Mills,pasta,Mueller,1029
syrups,Cary's,syrups,Spring Tree,1027
syrups,Cary's,pancake mixes,Hungry Jack,1024
pasta sauce,Bertolli,pancake mixes,White Lily,1023
pancake mixes,Hungry Jack,syrups,Private Label Value,1023
syrups,Grandma Molases,pasta,San Giorgio,1017
pancake mixes,Aunt Jemima,syrups,Pennant,1016
pasta,San Giorgio,syrups,Smuckers,1015
pancake mixes,Aunt Jemima,pancake mixes,Bisquick,1015
pasta sauce,Newman's,pancake mixes,Private Label,1014
pancake mixes,Mrs Butterworth,pasta,San Giorgio,1011
pasta sauce,Barilla,pasta,Dreamfield,1010
syrups,Alaga,pasta sauce,Ragu,1007
pasta sauce,Bertolli,pancake mixes,Bisquick,1005
pasta,Barilla,syrups,Brier Rabbit,1002
pasta,Creamette,pasta,Dececco,1002
syrups,Aunt Jemima,pasta,DaVinci,1001
pasta,Hodgson Mills,pasta,Private Label Value,1000
pasta sauce,Prego,pancake mixes,Private Label Premium,995
syrups,Karo,syrups,Pennant,994
syrups,Aunt Jemima,syrups,Spring Tree,994
syrups,Cary's,syrups,Karo,990
pasta sauce,Hunt's,syrups,Spring Tree,989
pasta,Dreamfield,pasta,Hodgson Mills,986
pasta,DaVinci,pasta,Ronzoni,972
syrups,Cary's,syrups,Northwoods,969
pasta,Barilla Plus,pasta sauce,Newman's,964
pasta,Healthy Harvest,syrups,Mrs Butterworth,960
syrups,Hungry Jack,pasta,Private Label Value,959
pasta sauce,Barilla,syrups,Cozy Cottage,958
pasta,DaVinci,pasta sauce,Hunt's,957
syrups,Mrs Butterworth,syrups,Smuckers,957
pasta sauce,Bertolli,syrups,Spring Tree,954
pasta,Kraft,pasta sauce,Ragu,952
pancake mixes,Pioneer,pasta sauce,Ragu,950
pasta sauce,Bertolli,syrups,Grandma Molases,947
pasta,Private Label,syrups,Sobrab Bkstrp,947
syrups,Aunt Jemima,syrups,Private Label Value,946
syrups,Karo,pancake mixes,Krusteaz,944
pasta sauce,Emeril's,syrups,Log Cabin,928
pasta sauce,Chef Pizza,pasta sauce,Ragu,925
pasta,Barilla,pancake mixes,Maple Grove,922
pancake mixes,Hungry Jack,syrups,Pennant,919
pancake mixes,Mrs Butterworth,pancake mixes,Private Label,912
pancake mixes,Aunt Jemima,pasta,Dreamfield,912
syrups,Alaga,pasta,Mueller,911
pasta,Creamette,pasta,Pennsylvania Dutch,910
pasta,Pennsylvania Dutch,pasta sauce,Ragu,904
syrups,Hungry Jack,syrups,Northwoods,902
pancake mixes,Hungry Jack,pancake mixes,White Lily,901
pasta sauce,Newman's,pasta,Private Label Value,897
syrups,Aunt Jemima,pancake mixes,Hodgson Mills,895
pasta,DaVinci,pasta,Mueller,893
syrups,Karo,pancake mixes,White Lily,890
pasta,Barilla Plus,pasta,No Yolks,889
syrups,Cary's,pasta,No Yolks,889
syrups,Michele's,pasta,Private Label,885
pasta sauce,Bertolli,pasta,Dececco,884
syrups,Maple Grove,pasta sauce,Ragu,883
syrups,Kellogg,pasta sauce,Newman's,879
pasta,Healthy Harvest,pancake mixes,Hungry Jack,876
pancake mixes,Krusteaz,pasta,No Yolks,872
syrups,Grandma Molases,syrups,Karo,866
syrups,Hungry Jack,syrups,Private Label Premium,866
syrups,Northwoods,pasta sauce,Private Label Premium,860
syrups,Kellogg,pasta sauce,Private Label Premium,859
pasta sauce,Barilla,pasta,DaVinci,853
pasta,Creamette,pancake mixes,Hodgson Mills,852
syrups,Maple Grove,syrups,Private Label Premium,849
syrups,Cary's,pancake mixes,Private Label,847
pasta,Dececco,pasta,San Giorgio,844
pasta sauce,Barilla,syrups,Cary's,842
pancake mixes,Aunt Jemima,syrups,Grandma Molases,839
syrups,Cary's,syrups,Private Label Premium,838
syrups,Pennant,pancake mixes,Private Label,838
pasta,Healthy Harvest,syrups,Log Cabin,834
syrups,Aunt Jemima,syrups,Pennant,834
syrups,Log Cabin,syrups,Spring Tree,831
pasta,Dreamfield,pasta,No Yolks,830
pancake mixes,Mrs Butterworth,syrups,Northwoods,830
syrups,Cary's,pasta,Hodgson Mills,829
pasta sauce,Classico,pancake mixes,Mrs Butterworth,828
pasta,San Giorgio,syrups,Spring Tree,827
pasta sauce,Emeril's,syrups,Hungry Jack,827
pasta,Barilla,pasta,Pennsylvania Dutch,825
syrups,Private Label Value,pasta,Ronzoni,817
pasta sauce,Chef Pizza,pasta,Creamette,814
pasta sauce,Barilla,syrups,Smuckers,814
syrups,Karo,syrups,Smuckers,813
pancake mixes,Maple Grove,pasta sauce,Ragu,813
pancake mixes,M W Flapstax,pasta,Private Label,811
pasta,Barilla,pancake mixes,Pioneer,809
pancake mixes,Aunt Jemima,pancake mixes,Hodgson Mills,802
syrups,Mrs Butterworth,pancake mixes,White Lily,801
syrups,Grandma Molases,pasta sauce,Hunt's,800
syrups,Hungry Jack,pancake mixes,Krusteaz,799
pasta,Dreamfield,pasta sauce,Newman's,794
pancake mixes,Hungry Jack,syrups,Spring Tree,793
pasta,Creamette,pancake mixes,Private Label Premium,791
pancake mixes,Bisquick,syrups,Hungry Jack,791
pasta,Healthy Harvest,syrups,Hungry Jack,786
syrups,Brier Rabbit,pasta,Private Label Premium,780
pasta,Healthy Harvest,syrups,Private Label Premium,777
pasta sauce,Classico,syrups,Pennant,777
syrups,Private Label Value,pasta,San Giorgio,772
syrups,Log Cabin,syrups,Smuckers,771
pasta,Barilla Plus,syrups,Northwoods,770
pasta sauce,Private Label,pancake mixes,Private Label Premium,770
pasta,Barilla Plus,syrups,Log Cabin,763
pasta sauce,Bertolli,pancake mixes,Hodgson Mills,762
syrups,Maple Grove,pasta,Private Label Premium,762
pasta,Dececco,pasta,Ronzoni,761
syrups,Log Cabin,pancake mixes,White Lily,756
pasta sauce,Barilla,pancake mixes,White Lily,754
pasta,Barilla Plus,pancake mixes,Hungry Jack,746
pasta,Barilla Plus,syrups,Mrs Butterworth,746
pasta,Barilla Plus,syrups,Karo,745
syrups,Northwoods,syrups,Spring Tree,742
pancake mixes,Aunt Jemima,pasta,DaVinci,739
syrups,Michele's,pasta sauce,Ragu,739
syrups,Mrs Butterworth,syrups,Pennant,736
pasta,Dreamfield,syrups,Mrs Butterworth,733
pasta sauce,Barilla,syrups,Spring Tree,731
pancake mixes,Bisquick,pasta,No Yolks,730
pasta,Dreamfield,pancake mixes,Hungry Jack,730
pasta sauce,Emeril's,syrups,Private Label Premium,728
pancake mixes,Krusteaz,pasta sauce,Newman's,727
syrups,Brier Rabbit,syrups,Private Label,727
pasta sauce,Barilla,syrups,Grandma Molases,725
pasta sauce,Barilla,pancake mixes,Bisquick,724
pasta sauce,Emeril's,syrups,Northwoods,723
syrups,Cary's,syrups,Mrs Butterworth,722
pancake mixes,Pioneer,pasta,Ronzoni,720
pancake mixes,Private Label,syrups,Spring Tree,718
pancake mixes,Pioneer,syrups,Private Label,717
syrups,Kellogg,pasta,Private Label Value,717
pasta,Dreamfield,syrups,Karo,716
pasta,Hodgson Mills,syrups,Kellogg,715
pasta,DaVinci,pasta,Hodgson Mills,715
pasta,Barilla Plus,pasta sauce,Private Label Premium,715
syrups,Cozy Cottage,pasta sauce,Newman's,711
pancake mixes,Krusteaz,syrups,Private Label Premium,710
syrups,Karo,syrups,Spring Tree,710
pasta,Hodgson Mills,syrups,Spring Tree,709
pasta,Dreamfield,syrups,Log Cabin,707
pasta sauce,Ragu,syrups,Sobrab Bkstrp,707
pasta,No Yolks,pancake mixes,White Lily,700
pasta sauce,Classico,pancake mixes,Private Label Premium,699
pancake mixes,Bisquick,syrups,Karo,696
pasta,Mueller,pancake mixes,Pioneer,694
syrups,Private Label Premium,pasta,Private Label Value,693
pasta,Dreamfield,pasta sauce,Private Label Premium,693
pancake mixes,Bisquick,syrups,Log Cabin,687
pasta,Dececco,pasta,Mueller,687
syrups,Kellogg,pancake mixes,Krusteaz,687
pasta,Barilla Plus,syrups,Private Label Premium,686
pasta,Barilla,pasta,Kraft,681
syrups,Northwoods,syrups,Private Label Value,681
pasta,No Yolks,syrups,Pennant,675
pancake mixes,Private Label,syrups,Smuckers,675
syrups,Brier Rabbit,pasta sauce,Prego,674
pasta,No Yolks,syrups,Spring Tree,673
syrups,Maple Grove,pasta sauce,Prego,669
pancake mixes,Hodgson Mills,pasta sauce,Hunt's,669
pancake mixes,Private Label,pancake mixes,White Lily,669
syrups,Aunt Jemima,pancake mixes,Private Label Premium,665
pasta sauce,Candoni,pasta,Private Label,662
pasta,DaVinci,pasta,San Giorgio,662
syrups,Maple Grove,pasta,Ronzoni,659
pasta sauce,Classico,syrups,Maple Grove,659
syrups,Northwoods,syrups,Smuckers,653
pasta,No Yolks,syrups,Smuckers,649
pasta,Pennsylvania Dutch,pasta,Private Label Premium,649
syrups,Cozy Cottage,pasta sauce,Private Label Premium,646
pancake mixes,Hodgson Mills,pasta,San Giorgio,645
pasta,Barilla Plus,pasta,Healthy Harvest,645
syrups,Grandma Molases,syrups,Northwoods,644
syrups,Private Label Premium,syrups,Smuckers,644
pancake mixes,Bisquick,syrups,Northwoods,643
pasta sauce,Classico,syrups,Private Label Value,642
pasta,Hodgson Mills,pancake mixes,Krusteaz,642
syrups,Alaga,pancake mixes,Aunt Jemima,641
pasta,Mueller,pancake mixes,Private Label Premium,639
syrups,Cozy Cottage,syrups,Hungry Jack,638
pancake mixes,Hodgson Mills,syrups,Private Label Premium,637
pancake mixes,Maple Grove,pasta,Ronzoni,635
pasta sauce,Barilla,pancake mixes,Hodgson Mills,632
pancake mixes,Pioneer,pasta sauce,Prego,631
pancake mixes,Pioneer,pasta sauce,Private Label,631
syrups,Grandma Molases,pasta,No Yolks,630
pancake mixes,Maple Grove,pasta,Private Label Premium,630
syrups,Cary's,pasta sauce,Newman's,628
syrups,Cozy Cottage,pasta,Private Label Value,627
pasta,DaVinci,pasta sauce,Newman's,626
pasta,Barilla,pasta sauce,Candoni,625
pasta sauce,Classico,pancake mixes,Maple Grove,623
syrups,Aunt Jemima,pasta,Dececco,622
pancake mixes,Hodgson Mills,syrups,Log Cabin,621
pasta,Barilla,syrups,Sobrab Bkstrp,620
pancake mixes,Krusteaz,pasta,Private Label Value,618
pasta,Pennsylvania Dutch,pasta sauce,Prego,617
pancake mixes,Hodgson Mills,pancake mixes,Hungry Jack,614
syrups,Kellogg,syrups,Private Label Premium,608
syrups,Maple Grove,pasta,Mueller,608
pancake mixes,M W Flapstax,pasta sauce,Ragu,607
syrups,Grandma Molases,pasta,Hodgson Mills,606
pasta,Barilla,pasta sauce,Chef Pizza,606
pasta,Kraft,pasta sauce,Prego,606
pasta sauce,Barilla,pasta,Dececco,602
pasta,DaVinci,pasta,No Yolks,593
pasta sauce,Newman's,syrups,Spring Tree,592
pasta sauce,Bertolli,pancake mixes,Mrs Butterworth,592
pancake mixes,Krusteaz,syrups,Smuckers,591
pancake mixes,Krusteaz,pasta sauce,Private Label Premium,589
pasta sauce,Chef Pizza,pasta sauce,Prego,588
syrups,Grandma Molases,syrups,Log Cabin,587
syrups,Alaga,pasta sauce,Prego,585
pasta,DaVinci,syrups,Karo,584
pasta,Pennsylvania Dutch,pasta,San Giorgio,583
pasta,Barilla,syrups,Michele's,582
syrups,Cozy Cottage,syrups,Private Label Premium,581
syrups,Grandma Molases,pancake mixes,Hungry Jack,579
pancake mixes,Private Label Premium,pasta,Ronzoni,576
pasta,Creamette,pancake mixes,M W Flapstax,576
syrups,Hungry Jack,syrups,Smuckers,575
pancake mixes,Maple Grove,pasta sauce,Prego,573
syrups,Grandma Molases,syrups,Private Label Premium,571
syrups,Cozy Cottage,pancake mixes,Hodgson Mills,566
pasta sauce,Hunt's,pancake mixes,Private Label Premium,564
pasta,DaVinci,pasta sauce,Private Label Premium,563
pasta,Dreamfield,syrups,Hungry Jack,562
pasta sauce,Candoni,pasta sauce,Ragu,560
pasta sauce,Emeril's,pancake mixes,Private Label,556
syrups,Brier Rabbit,pasta sauce,Classico,555
pasta sauce,Chef Pizza,syrups,Private Label,553
syrups,Grandma Molases,syrups,Mrs Butterworth,552
syrups,Alaga,syrups,Private Label,549
pancake mixes,Hodgson Mills,syrups,Northwoods,548
syrups,Cozy Cottage,pasta,Healthy Harvest,546
pasta,DaVinci,pancake mixes,Hungry Jack,546
syrups,Alaga,pasta,Ronzoni,542
pasta sauce,Bertolli,syrups,Pennant,541
pasta,Dreamfield,pasta,Healthy Harvest,541
pasta,Hodgson Mills,syrups,Smuckers,540
pasta sauce,Newman's,syrups,Smuckers,539
pancake mixes,Pioneer,pasta,Private Label Premium,538
pasta,Dececco,syrups,Private Label,537
pasta sauce,Bertolli,syrups,Maple Grove,534
pasta,Private Label,pasta,R&F,534
syrups,Mrs Butterworth,syrups,Spring Tree,532
pasta,Al Dente,pasta,Private Label,532
pancake mixes,Maple Grove,pasta,Mueller,530
pasta,Healthy Harvest,pancake mixes,Private Label,528
syrups,Aunt Jemima,pancake mixes,Pioneer,528
syrups,Grandma Molases,pasta sauce,Newman's,526
